,PRODUTC,VALUE,DATETIME,DW_A_NUMBER_INT,DW_B_NUMBER_INT,CELL_ID,SITE_ID,PRODUCT,DATE_TIME,DW_A_NUMBER,DW_B_NUMBER,CELLID,SIET_ID
192,Voice,53,2012-05-06 23:31:23.0,711f39733e22173,669873972a664e6,EXwMnX/Zun,EXwMnX/Zun,,,,,,
193,Voice,0,2012-05-06 23:31:33.0,31bac34a84e3fa6,55ad144fa74fddc,4Y/9Swxhql,4Y/9Swxhql,,,,,,
194,sms,0,2012-05-06 23:31:34.0,abb7f14bf7bea5c,318642146297026,1mtIa2GRBc,1mtIa2GRBc,,,,,,
195,sms,0,2012-05-06 23:31:48.0,caead22c8fc45d4,99961462cdfa35e,0/eYPFomxx,0/eYPFomxx,,,,,,
196,sms,0,2012-05-06 23:31:50.0,c023e635d6f732e,7367c447a337adf,60rBK3VnF7,60rBK3VnF7,,,,,,
197,Voice,0,2012-05-06 23:31:53.0,9311dcbd3e99f67,b91ec16fbc6504c,DLaN/v1XdI,DLaN/v1XdI,,,,,,
198,Voice,300,2012-05-06 23:31:58.0,ebdf297b734c7a7,caaf9ca2c881314,906q8kzUoO,906q8kzUoO,,,,,,
199,Voice,55,2012-05-06 23:32:05.0,2563f5940b1191a,70aa93793dba1bb,0BRdojv2my,0BRdojv2my,,,,,,
200,sms,0,2012-05-06 23:32:07.0,f61287c89cb8742,d164ed0a0cf2360,Co2R4AZ8Ux,Co2R4AZ8Ux,,,,,,
201,Voice,185,2012-05-06 23:32:09.0,429fcee4000cc1d,4ed40b3bf2a91b2,6sY4KEpEo1,6sY4KEpEo1,,,,,,
202,Voice,113,2012-05-06 23:32:13.0,c21761c7371f884,4237b29642d0d40,BrK05kZL/5,BrK05kZL/5,,,,,,
203,data,0,2012-05-06 23:32:15.0,e444c5970141b9b,5a4dc9e82deb309,5GsUmPuoet,5GsUmPuoet,,,,,,
204,sms,0,2012-05-06 23:32:20.0,2648ceb89952ae1,aaaf0e4bdec7311,3WeW1UkK68,3WeW1UkK68,,,,,,
205,data,0,2012-05-06 23:32:22.0,e7f2268f6dd4183,5a4dc9e82deb309,1MTLUFpdzd,1MTLUFpdzd,,,,,,
206,Voice,0,2012-05-06 23:32:25.0,8e79747aa66cbb9,db77ba5a1d774b4,+Fs4mTvdKx,+Fs4mTvdKx,,,,,,
207,Voice,120,2012-05-06 23:32:34.0,91c6e83bf9d5d5c,a76164595ef1497,8lrPAakdPZ,8lrPAakdPZ,,,,,,
208,Voice,0,2012-05-06 23:32:49.0,d94542c35e4aeec,944dc5b7669fa31,72oK29w3II,72oK29w3II,,,,,,
209,data,0,2012-05-06 23:32:54.0,229f79286ea11d9,5a4dc9e82deb309,BO1m/426wL,BO1m/426wL,,,,,,
210,sms,0,2012-05-06 23:33:07.0,609b59b5518d848,93343ba6e41af95,0DeimCpZOc,0DeimCpZOc,,,,,,
211,sms,0,2012-05-06 23:33:11.0,15a781e8861a7b3,46d25106c03d3a3,2LuHm8D2MC,2LuHm8D2MC,,,,,,
212,sms,0,2012-05-06 23:33:11.0,76a56f8e5c3e250,2b1a64d8e717c5b,D0cnAd6cFq,D0cnAd6cFq,,,,,,
213,sms,0,2012-05-06 23:33:15.0,248ed31b907881d,aaaf0e4bdec7311,/vLAMOS+Qm,/vLAMOS+Qm,,,,,,
214,sms,0,2012-05-06 23:33:15.0,25b59542c02bff1,aaaf0e4bdec7311,DHEcK/rXKz,DHEcK/rXKz,,,,,,
215,sms,0,2012-05-06 23:33:19.0,9b238614f7da2d2,3b187c6898a075d,88A1uJBVDS,88A1uJBVDS,,,,,,
216,Voice,27,2012-05-06 23:33:41.0,87216becfbd49c6,a9d4ea7d7bb6b8b,CCN33/H+Pj,CCN33/H+Pj,,,,,,
217,sms,0,2012-05-06 23:33:41.0,5df4ab4f3e6ae1a,a76a44d59c1323b,Ewt6ZQbMkN,Ewt6ZQbMkN,,,,,,
218,sms,0,2012-05-06 23:33:50.0,b3d6aa2ef1a8eb4,93343ba6e41af95,DGnln+AcV1,DGnln+AcV1,,,,,,
219,sms,25,2012-05-06 23:33:54.0,527769106fa3026,d9aff2f945db86c,6wx/uwX8LG,6wx/uwX8LG,,,,,,
220,Voice,24,2012-05-06 23:34:03.0,c2a79bdda50bd8c,ab68406164874f2,3UXdSkM8V3,3UXdSkM8V3,,,,,,
221,Voice,13,2012-05-06 23:34:03.0,405af016f4fc8c0,a9ff96d5fb95984,FG46Yi8HNx,FG46Yi8HNx,,,,,,
222,Voice,0,2012-05-06 23:34:15.0,a6e60cfbd6fceca,5e570641acd59a1,7lzv+ATCVV,7lzv+ATCVV,,,,,,
223,Voice,30,2012-05-06 23:34:19.0,7d2fcd5368c3e24,efaed89210a484b,5RMks2Nhbt,5RMks2Nhbt,,,,,,
224,sms,0,2012-05-06 23:34:19.0,e15c530ba0b8d9e,9d556eb3cda6e11,5afrS6KEkg,5afrS6KEkg,,,,,,
225,Voice,0,2012-05-06 23:34:20.0,74fc72fc40e77c7,f6772515c2a5a11,84GaTlSvVd,84GaTlSvVd,,,,,,
226,sms,0,2012-05-06 23:34:23.0,d55724c78c01dd6,93343ba6e41af95,94RlkdIJPc,94RlkdIJPc,,,,,,
227,sms,0,2012-05-06 23:34:24.0,10624af8c51ae5e,e09e736e46c5c3d,+cNeJzsTp3,+cNeJzsTp3,,,,,,
228,Voice,64,2012-05-06 23:34:29.0,081f61aa47c4fc3,b4b0ba775f9e598,6KGV6b77hq,6KGV6b77hq,,,,,,
229,Voice,0,2012-05-06 23:34:36.0,052c780bd268d94,82e6bad4602b940,EwvfMr0XQg,EwvfMr0XQg,,,,,,
230,sms,0,2012-05-06 23:34:43.0,c45788cf9412a2e,a7aebe0c2e3f2c6,/lW1z7T9L8,/lW1z7T9L8,,,,,,
231,Voice,4,2012-05-06 23:34:47.0,91a95be7b90d1b8,223d665cd1b3ed0,C5aZKGt6gS,C5aZKGt6gS,,,,,,
232,Voice,128,2012-05-06 23:34:48.0,849b8e6b7ea486a,c07b5ed429dd944,3IoIGy1+o8,3IoIGy1+o8,,,,,,
233,data,0,2012-05-06 23:34:54.0,429579f183aef12,5a4dc9e82deb309,APiQpdSSjJ,APiQpdSSjJ,,,,,,
234,data,0,2012-05-06 23:35:01.0,e8e2e3aca11dbe9,5a4dc9e82deb309,A4qKbVuQeJ,A4qKbVuQeJ,,,,,,
235,sms,0,2012-05-06 23:35:01.0,6fe9ca6383e8b52,93343ba6e41af95,D0cnAd6cFq,D0cnAd6cFq,,,,,,
236,sms,0,2012-05-06 23:35:07.0,40083577d03bfc4,7af76c2046e02f3,5bFHC1hRn8,5bFHC1hRn8,,,,,,
237,data,0,2012-05-06 23:35:09.0,26bcd392164f267,5a4dc9e82deb309,FSTkdCgmAC,FSTkdCgmAC,,,,,,
238,sms,25,2012-05-06 23:35:11.0,b03d174273ab1d0,f3c6097874d8809,54Pb8dz/52,54Pb8dz/52,,,,,,
239,data,0,2012-05-06 23:35:21.0,f6b88fec6d1514f,5a4dc9e82deb309,GAYGchkEBn,GAYGchkEBn,,,,,,
240,Voice,64,2012-05-06 23:35:25.0,9ddad11f92b0565,74ca42df31edffb,++ctND+jGD,++ctND+jGD,,,,,,
241,Voice,0,2012-05-06 23:35:32.0,4b98f8bf7c15156,dc89b34a4e0ebe5,A8DVFRC4Ga,A8DVFRC4Ga,,,,,,
242,Voice,34,2012-05-06 23:35:34.0,f3b19771a3b118c,5f2b3ae780a05d0,32deIlH9L6,32deIlH9L6,,,,,,
243,Voice,19,2012-05-06 23:35:41.0,dd323744aaa1aa7,9c06f7d5289fe70,7vwqp+zGUZ,7vwqp+zGUZ,,,,,,
244,Voice,0,2012-05-06 23:35:43.0,aa9726257b5d7f0,01d369502d1152c,BpeMWVWM1z,BpeMWVWM1z,,,,,,
245,Voice,0,2012-05-06 23:35:52.0,43d1b43eedbf6cb,94b91dca0868ec5,A7EpsaGbRr,A7EpsaGbRr,,,,,,
246,Voice,46,2012-05-06 23:35:54.0,218bb28e910622c,013194840937774,Bc6AeplXk+,Bc6AeplXk+,,,,,,
247,Voice,8,2012-05-06 23:35:55.0,128e12c56be3c8a,3a0f29f81c90dd7,4Qx5kxOMvS,4Qx5kxOMvS,,,,,,
248,sms,0,2012-05-06 23:36:09.0,f0e323d29acde26,22bdf66c9f87a99,8lrPAakdPZ,8lrPAakdPZ,,,,,,
249,Voice,0,2012-05-06 23:36:09.0,08b065b686b38a9,41547e25bd48d61,C+CB2i8BnW,C+CB2i8BnW,,,,,,
250,Voice,0,2012-05-06 23:36:15.0,678945e4839454c,1a49f8b0ded9de6,DJ9GKi9/72,DJ9GKi9/72,,,,,,
251,Voice,0,2012-05-06 23:36:16.0,bf651ac07a6cc18,c1afdf3be03e40b,/lW1z7T9L8,/lW1z7T9L8,,,,,,
252,Voice,42,2012-05-06 23:36:17.0,ccd03d1d202e7c7,21df78da98979c2,/lW1z7T9L8,/lW1z7T9L8,,,,,,
253,sms,0,2012-05-06 23:36:18.0,d657b37abd2d62c,e09e736e46c5c3d,4R4MmPUDw/,4R4MmPUDw/,,,,,,
254,Voice,0,2012-05-06 23:36:19.0,04da918554144f9,417ee9ada27ec40,C7KGmBdYL5,C7KGmBdYL5,,,,,,
255,Voice,0,2012-05-06 23:36:25.0,abb3ee369412701,55ad144fa74fddc,5w04RNltpC,5w04RNltpC,,,,,,
256,sms,50,2012-05-06 23:36:27.0,cdc35d9dd494815,73640c8d6ea98cb,BBaYVXRKMU,BBaYVXRKMU,,,,,,
257,Voice,54,2012-05-06 23:36:31.0,34d775bc3271a91,c376a61300f6c91,EpCRhkGWMS,EpCRhkGWMS,,,,,,
258,sms,50,2012-05-06 23:36:32.0,b974f5b06d70095,e539e17615ed30e,EkHJkbjHNb,EkHJkbjHNb,,,,,,
259,data,0,2012-05-06 23:36:33.0,4361335ecf93a47,5a4dc9e82deb309,3K9ACMNajP,3K9ACMNajP,,,,,,
260,data,0,2012-05-06 23:36:42.0,134e9ee0550ad94,5a4dc9e82deb309,7ECXh+RvQZ,7ECXh+RvQZ,,,,,,
261,sms,0,2012-05-06 23:36:54.0,bceafb96437fbab,db5db770c6da286,A5BT2LofZO,A5BT2LofZO,,,,,,
262,data,0,2012-05-06 23:37:04.0,52e572cef162307,5a4dc9e82deb309,C8grE5ZbNp,C8grE5ZbNp,,,,,,
263,sms,0,2012-05-06 23:37:09.0,a3151b277b999f7,dd51d0114f0095f,4nNEPWLuOF,4nNEPWLuOF,,,,,,
264,Voice,24,2012-05-06 23:37:11.0,f416d64c071963a,8c677484e6b54ad,EMsQRdlHZ8,EMsQRdlHZ8,,,,,,
265,data,0,2012-05-06 23:37:12.0,ab9a3b5d903da39,5a4dc9e82deb309,6hDV1hwf/K,6hDV1hwf/K,,,,,,
266,Voice,22,2012-05-06 23:37:17.0,c41ae5643cf2118,574b86a4d5727f9,2jd/9pF2su,2jd/9pF2su,,,,,,
267,sms,0,2012-05-06 23:37:20.0,767336a85a4a1f9,d9ba9623f881989,+cNeJzsTp3,+cNeJzsTp3,,,,,,
268,Voice,35,2012-05-06 23:37:20.0,23ed712f9a0e0e8,dbe3bc82f12832e,5pIl0RaDmd,5pIl0RaDmd,,,,,,
269,sms,25,2012-05-06 23:37:22.0,55cd8f02e75c87e,c72f67af05da22c,5fYMdwNUtL,5fYMdwNUtL,,,,,,
270,Voice,0,2012-05-06 23:37:24.0,56767a42f0df93a,587e472f8a01e86,AeMTQ9ZejC,AeMTQ9ZejC,,,,,,
271,Voice,60,2012-05-06 23:37:25.0,6a6319e1726e048,5150353aeaefe0e,0K+IDi1yjl,0K+IDi1yjl,,,,,,
272,sms,0,2012-05-06 23:37:26.0,cddbb91bb4734b3,aaaf0e4bdec7311,EnUrwdcA2g,EnUrwdcA2g,,,,,,
273,sms,0,2012-05-06 23:37:27.0,60f8da833d34c7e,2691aeebcea2eef,6/1Gti3zBg,6/1Gti3zBg,,,,,,
274,Voice,0,2012-05-06 23:37:35.0,f50ed3f80c70ec2,590da55d4d29c7e,1FvEkI2KCW,1FvEkI2KCW,,,,,,
275,sms,0,2012-05-06 23:37:43.0,4e49073a756df8c,e09e736e46c5c3d,+pZNtCvhmT,+pZNtCvhmT,,,,,,
276,data,0,2012-05-06 23:37:46.0,a083e320f6df1a0,5a4dc9e82deb309,FiSHrmEwXi,FiSHrmEwXi,,,,,,
277,Voice,0,2012-05-06 23:37:47.0,bf5cf27cb7c81d9,76d892ff404239b,2GgIN622rt,2GgIN622rt,,,,,,
278,Voice,0,2012-05-06 23:37:47.0,a6968da71e07aa4,9908ad5314ab92d,6sY4KEpEo1,6sY4KEpEo1,,,,,,
279,Voice,0,2012-05-06 23:37:47.0,0fff460f31d70ff,643e4e516e312cf,A4qKbVuQeJ,A4qKbVuQeJ,,,,,,
280,sms,0,2012-05-06 23:37:47.0,0be90d5a2d13520,0695c674f305dd2,CCN33/H+Pj,CCN33/H+Pj,,,,,,
281,data,0,2012-05-06 23:37:47.0,f719bae7ea06ffc,5a4dc9e82deb309,HYO2XTepLJ,HYO2XTepLJ,,,,,,
282,Voice,3,2012-05-06 23:37:54.0,f9c1de4979ca2ed,ff1ab1d76dacf3b,DeMusXiSy8,DeMusXiSy8,,,,,,
283,sms,0,2012-05-06 23:38:06.0,05f6a7019819d59,7401d1516d8a63c,GBxcFm9Hqd,GBxcFm9Hqd,,,,,,
284,Voice,76,2012-05-06 23:38:08.0,ff32c921a9ce2b4,eb19db08307b167,5afrS6KEkg,5afrS6KEkg,,,,,,
285,sms,0,2012-05-06 23:38:10.0,9ac23e12a249c9c,7af76c2046e02f3,EMsQRdlHZ8,EMsQRdlHZ8,,,,,,
286,sms,0,2012-05-06 23:38:11.0,ff150fba64f2eff,aaaf0e4bdec7311,CpDSYgzXfq,CpDSYgzXfq,,,,,,
287,sms,0,2012-05-06 23:38:26.0,28c6117ae01652d,e09e736e46c5c3d,176sGHv7Ym,176sGHv7Ym,,,,,,
288,Voice,0,2012-05-06 23:38:27.0,07e3723ec77aa83,df7230ec9b8970e,4eA1+4uyTK,4eA1+4uyTK,,,,,,
289,sms,0,2012-05-06 23:38:28.0,03d22d572649b13,6ba0a68e602bee9,13HRN5dKgY,13HRN5dKgY,,,,,,
290,data,0,2012-05-06 23:38:28.0,df5b9930f47b337,5a4dc9e82deb309,EwvfMr0XQg,EwvfMr0XQg,,,,,,
291,data,0,2012-05-06 23:38:31.0,2a9749c46bf669a,5a4dc9e82deb309,3/2ZhYCSrj,3/2ZhYCSrj,,,,,,
292,Voice,11,2012-05-06 23:38:32.0,b3f0ca92895e6df,0aed390232661d0,CJYUVKPKNJ,CJYUVKPKNJ,,,,,,
293,Voice,0,2012-05-06 23:38:38.0,a000e2312fb3fb9,0f7711734316db9,5afrS6KEkg,5afrS6KEkg,,,,,,
294,Voice,18,2012-05-06 23:38:38.0,4ee5ba38e1a52d7,c1dbf599c830b4c,906q8kzUoO,906q8kzUoO,,,,,,
295,sms,50,2012-05-06 23:38:40.0,4b226b00f59d3f2,c68b8fc6e0641bf,HGUH560fk3,HGUH560fk3,,,,,,
296,data,0,2012-05-06 23:38:40.0,77c6999ceaf85e9,5a4dc9e82deb309,HTigrrdKrX,HTigrrdKrX,,,,,,
297,data,0,2012-05-06 23:38:44.0,9ac1173370da3c1,5a4dc9e82deb309,1e6np3yqFN,1e6np3yqFN,,,,,,
298,sms,0,2012-05-06 23:38:48.0,123bb863f6ee355,9b74de2f07807bd,3u865XIo6c,3u865XIo6c,,,,,,
299,data,0,2012-05-06 23:38:51.0,cc6c55e366e35b0,5a4dc9e82deb309,6Fgm6GpOdb,6Fgm6GpOdb,,,,,,
300,Voice,43,2012-05-06 23:38:57.0,f106ca55f4a7d4d,34507ddb3a7afb6,DGnln+AcV1,DGnln+AcV1,,,,,,
301,Voice,20,2012-05-06 23:38:57.0,59417c4d80cb322,aef532424e1b9b0,HnZcTw5+Go,HnZcTw5+Go,,,,,,
302,data,0,2012-05-06 23:39:05.0,25525500f0e54f4,5a4dc9e82deb309,2Sal9YobRK,2Sal9YobRK,,,,,,
303,sms,0,2012-05-06 23:39:07.0,5a50a8c9ecfa433,e09c7529b107a81,6VdiXi8N6t,6VdiXi8N6t,,,,,,
304,sms,0,2012-05-06 23:39:08.0,42231423bf32946,aaaf0e4bdec7311,Eh5MKGYO02,Eh5MKGYO02,,,,,,
305,data,0,2012-05-06 23:39:09.0,5d66a7b996bd126,5a4dc9e82deb309,/eeMklgyJA,/eeMklgyJA,,,,,,
306,sms,0,2012-05-06 23:39:13.0,bcdc609818c7a85,aaaf0e4bdec7311,Co2R4AZ8Ux,Co2R4AZ8Ux,,,,,,
307,sms,0,2012-05-06 23:39:14.0,14ed52799695884,b5750e30ffd6b86,0cHtVBdVFk,0cHtVBdVFk,,,,,,
308,sms,0,2012-05-06 23:39:25.0,9ac23e12a249c9c,7af76c2046e02f3,AjxdW/0Nf4,AjxdW/0Nf4,,,,,,
309,sms,0,2012-05-06 23:39:27.0,a4d5404931e722d,aaaf0e4bdec7311,AjxdW/0Nf4,AjxdW/0Nf4,,,,,,
310,data,0,2012-05-06 23:39:32.0,62f6072b82938ac,5a4dc9e82deb309,APmYLwtmu5,APmYLwtmu5,,,,,,
311,sms,0,2012-05-06 23:39:33.0,a1f29bc719e68e6,7af76c2046e02f3,0cHtVBdVFk,0cHtVBdVFk,,,,,,
312,Voice,66,2012-05-06 23:39:35.0,571d47f9a416c27,3d149ec00eb91df,CZn1sFJ1kx,CZn1sFJ1kx,,,,,,
313,sms,100,2012-05-06 23:39:44.0,9e38b71f84df920,a167135c140a545,+854AcBQT2,+854AcBQT2,,,,,,
314,sms,0,2012-05-06 23:39:47.0,954164af547410f,e4d6f1d06714f5b,A13t/dPIcF,A13t/dPIcF,,,,,,
315,sms,0,2012-05-06 23:39:48.0,f64ceb51ee6194d,93343ba6e41af95,IcWigx4C+m,IcWigx4C+m,,,,,,
316,sms,0,2012-05-06 23:39:52.0,78e27e7918aa479,78e27e7918aa479,DXIwlcuBaK,DXIwlcuBaK,,,,,,
317,sms,0,2012-05-06 23:39:53.0,51428093b93c7df,e09e736e46c5c3d,0nabagle1r,0nabagle1r,,,,,,
318,sms,0,2012-05-06 23:39:56.0,11d17919d9584fc,bb1fd68c7a4c866,FLtt+9eiRQ,FLtt+9eiRQ,,,,,,
319,sms,0,2012-05-06 23:40:02.0,83a96b0333bba1c,b3f216ab657313e,BBaYVXRKMU,BBaYVXRKMU,,,,,,
320,data,0,2012-05-06 23:40:03.0,9b76afeb5cb160f,5a4dc9e82deb309,GNYlkeuVhL,GNYlkeuVhL,,,,,,
321,sms,0,2012-05-06 23:40:08.0,b64f4d26fba63df,f6b411c8d395612,C8grE5ZbNp,C8grE5ZbNp,,,,,,
322,sms,0,2012-05-06 23:40:11.0,660bb47700c589b,53119fb72945c9f,+weksowKR7,+weksowKR7,,,,,,
323,Voice,22,2012-05-06 23:40:20.0,594e6d127661e63,70df2d54e5daece,GJ0eBMjD8n,GJ0eBMjD8n,,,,,,
324,Voice,17,2012-05-06 23:40:25.0,fd0e1b00be68d1a,b062c789b9026cd,2ygIBia4Re,2ygIBia4Re,,,,,,
325,Voice,0,2012-05-06 23:40:28.0,d26d61cb8ba33a6,8e062f89abd230e,BRUzs6SQra,BRUzs6SQra,,,,,,
326,Voice,60,2012-05-06 23:40:32.0,1d43cc1f18ee535,c21804adbe9d80c,CUHgucWY5a,CUHgucWY5a,,,,,,
327,sms,25,2012-05-06 23:40:33.0,2902d72ac25bfcd,22a81c8755bac26,A13t/dPIcF,A13t/dPIcF,,,,,,
328,sms,0,2012-05-06 23:40:34.0,cfd3d4dbc810034,93343ba6e41af95,Fxv+GI3K6t,Fxv+GI3K6t,,,,,,
329,Voice,0,2012-05-06 23:40:35.0,995b5f938cbacc9,3022a093a8fa8d3,5N6qCbLgiM,5N6qCbLgiM,,,,,,
330,Voice,0,2012-05-06 23:40:43.0,b399f48eb595fee,4d0cac03c4e90b5,3T/wsniMlZ,3T/wsniMlZ,,,,,,
331,Voice,66,2012-05-06 23:40:47.0,979381380acfed2,a6abdbb7d5eb5e5,FSTkdCgmAC,FSTkdCgmAC,,,,,,
332,sms,0,2012-05-06 23:40:48.0,4cbd182a22597a7,810b6d559a604d4,/TJNe+Mmtu,/TJNe+Mmtu,,,,,,
333,data,0,2012-05-06 23:40:49.0,f5534891dd1ab5c,5a4dc9e82deb309,AvaRdAtM05,AvaRdAtM05,,,,,,
334,Voice,83,2012-05-06 23:40:49.0,f0d58cbf2fb758c,fbd9a1677505fe2,JIT9Drf2/Z,JIT9Drf2/Z,,,,,,
335,sms,25,2012-05-06 23:40:52.0,e1ff5bacd9f95f6,e42b383e2cac559,32deIlH9L6,32deIlH9L6,,,,,,
336,sms,25,2012-05-06 23:40:54.0,b03d174273ab1d0,f3c6097874d8809,889VPNrppJ,889VPNrppJ,,,,,,
337,sms,25,2012-05-06 23:40:56.0,12409fe4341f484,b9a6281f7236e71,JI3k8Ri2JG,JI3k8Ri2JG,,,,,,
338,Voice,10,2012-05-06 23:41:03.0,4389b13c8391da8,51d46faa07f0803,ETS5upSJ97,ETS5upSJ97,,,,,,
339,data,0,2012-05-06 23:41:04.0,e67e6cd009bae27,5a4dc9e82deb309,CKHNgn/WlC,CKHNgn/WlC,,,,,,
340,Voice,57,2012-05-06 23:41:08.0,ac688e07407e7e9,d71285c468add52,54Pb8dz/52,54Pb8dz/52,,,,,,
341,Voice,0,2012-05-06 23:41:26.0,66453cb54ea2bad,9e8f83853f40a4f,CrMNjvSdA1,CrMNjvSdA1,,,,,,
342,sms,0,2012-05-06 23:41:26.0,51ba58cbbd86f46,93343ba6e41af95,GQJqAknnaU,GQJqAknnaU,,,,,,
343,sms,0,2012-05-06 23:41:36.0,954164af547410f,edebf402646997d,6m99mfvFpw,6m99mfvFpw,,,,,,
344,sms,25,2012-05-06 23:41:51.0,86aa16ea9186581,ef59b948aa1792a,FDcS1VE6Ua,FDcS1VE6Ua,,,,,,
345,Voice,0,2012-05-06 23:41:52.0,2c6eb0a6f2e9076,84a69bad5d5a891,FB5DvKuz6u,FB5DvKuz6u,,,,,,
346,sms,0,2012-05-06 23:42:00.0,8ed326ae7cae3bf,b6c13bf9c634e37,GrhhfTDR3V,GrhhfTDR3V,,,,,,
347,data,205,2012-05-06 23:42:09.0,b3c0560eac1f948,5a4dc9e82deb309,93mO70RgHR,93mO70RgHR,,,,,,
348,Voice,0,2012-05-06 23:42:13.0,cd0840c530340f8,073c7e8c4da965c,C+CB2i8BnW,C+CB2i8BnW,,,,,,
349,data,0,2012-05-06 23:42:16.0,ea40e3e0f637cf5,5a4dc9e82deb309,Dp/dYhFZIq,Dp/dYhFZIq,,,,,,
350,sms,25,2012-05-06 23:42:17.0,6e17ab7b7fe46d8,9952eb3909e21cc,GrhhfTDR3V,GrhhfTDR3V,,,,,,
351,sms,0,2012-05-06 23:42:22.0,f44e70474433cf3,26d925914a6f1ac,4H/1KJoHPN,4H/1KJoHPN,,,,,,
352,Voice,11,2012-05-06 23:42:31.0,9d480b76d0ae890,af5f9eb525e30a4,0nabagle1r,0nabagle1r,,,,,,
353,Voice,0,2012-05-06 23:42:33.0,c3ce3d1386801ae,efec1a7a3a16c6d,AmEVnt2t2G,AmEVnt2t2G,,,,,,
354,sms,0,2012-05-06 23:42:38.0,c8ef3e0e12f35ac,aaaf0e4bdec7311,5N6qCbLgiM,5N6qCbLgiM,,,,,,
355,Voice,31,2012-05-06 23:42:43.0,c9afa1040955465,2e7c67e5e34c75c,AjxdW/0Nf4,AjxdW/0Nf4,,,,,,
356,sms,0,2012-05-06 23:42:48.0,2b36857084721ca,93343ba6e41af95,6hDV1hwf/K,6hDV1hwf/K,,,,,,
357,Voice,30,2012-05-06 23:42:53.0,4330de06f42ed2d,b057b39b444fc6a,KcfwOao4pq,KcfwOao4pq,,,,,,
358,Voice,32,2012-05-06 23:42:56.0,d5ae8c672e5a754,50182b2fe33234c,J6P8YyxbdT,J6P8YyxbdT,,,,,,
359,sms,50,2012-05-06 23:43:04.0,762ad0b701d5a1b,b70328133f3c30a,CrMNjvSdA1,CrMNjvSdA1,,,,,,
360,Voice,72,2012-05-06 23:43:20.0,158f5e326928459,fd1ae62fdb5ec52,C5aZKGt6gS,C5aZKGt6gS,,,,,,
361,sms,0,2012-05-06 23:43:20.0,025f6e6ee1c781b,76901ea084e09d3,GJ0eBMjD8n,GJ0eBMjD8n,,,,,,
362,sms,0,2012-05-06 23:43:24.0,c53ef75fc6cf038,93343ba6e41af95,DGnln+AcV1,DGnln+AcV1,,,,,,
363,Voice,13,2012-05-06 23:43:30.0,148757353f2eb6f,33989f2647111bf,1FvEkI2KCW,1FvEkI2KCW,,,,,,
364,sms,25,2012-05-06 23:43:31.0,f841db8f7090526,69851d002f939f0,GGc5pzk3Mp,GGc5pzk3Mp,,,,,,
365,sms,0,2012-05-06 23:43:37.0,c89e7946bd3b077,37a27620acb434a,C+CB2i8BnW,C+CB2i8BnW,,,,,,
366,Voice,0,2012-05-06 23:43:41.0,55a0f257a916f44,d9bc698a3c9f90e,Dfd91f9f2t,Dfd91f9f2t,,,,,,
367,sms,0,2012-05-06 23:43:41.0,800d4fda045bd41,0707dfa952e0fcb,KTJ9iGuUT8,KTJ9iGuUT8,,,,,,
368,sms,0,2012-05-06 23:43:48.0,c493645ca23bb93,aaaf0e4bdec7311,4oRa9YwYR4,4oRa9YwYR4,,,,,,
369,data,0,2012-05-06 23:43:54.0,ba05ed7403c467f,5a4dc9e82deb309,JUrLYop+bQ,JUrLYop+bQ,,,,,,
370,sms,0,2012-05-06 23:43:54.0,473bff093a3565e,aaaf0e4bdec7311,KqpzJGRQbF,KqpzJGRQbF,,,,,,
371,data,0,2012-05-06 23:44:00.0,97ce104323565da,5a4dc9e82deb309,64Z7+ykhsT,64Z7+ykhsT,,,,,,
372,Voice,32,2012-05-06 23:44:01.0,c6ed6eea6970c9d,cde5597309abebb,GzHTfUlPx4,GzHTfUlPx4,,,,,,
373,Voice,447,2012-05-06 23:44:03.0,6fc7e9f91a71286,2ad4c3a36ebe57c,FDcS1VE6Ua,FDcS1VE6Ua,,,,,,
374,sms,0,2012-05-06 23:44:11.0,4e49073a756df8c,e09e736e46c5c3d,6wAT3Dufmo,6wAT3Dufmo,,,,,,
375,data,0,2012-05-06 23:44:17.0,bb81497c3a8659c,5a4dc9e82deb309,6KGV6b77hq,6KGV6b77hq,,,,,,
376,sms,0,2012-05-06 23:44:18.0,129939cf9eee245,aaaf0e4bdec7311,GIV2dmc9lo,GIV2dmc9lo,,,,,,
377,sms,25,2012-05-06 23:44:22.0,d2fec199a698a26,c0f01a12bee226b,KUkWE6WX0x,KUkWE6WX0x,,,,,,
378,data,0,2012-05-06 23:44:34.0,997fab904ca83cc,5a4dc9e82deb309,HTigrrdKrX,HTigrrdKrX,,,,,,
379,data,0,2012-05-06 23:44:36.0,f16d06b97e06661,5a4dc9e82deb309,LfzZVh+YOT,LfzZVh+YOT,,,,,,
380,sms,0,2012-05-06 23:44:42.0,abb7f14bf7bea5c,8147778a08ca8a5,AJ5dgXjb+X,AJ5dgXjb+X,,,,,,
381,sms,0,2012-05-06 23:44:43.0,6d10227297efcb9,7af76c2046e02f3,3zwc9ry2i5,3zwc9ry2i5,,,,,,
382,sms,0,2012-05-06 23:44:46.0,5b17fadcd6de6ca,1c91e859d314372,2jd/9pF2su,2jd/9pF2su,,,,,,
383,Voice,0,2012-05-06 23:44:49.0,46d55064af936ef,19e68e80103885e,IcWigx4C+m,IcWigx4C+m,,,,,,
384,sms,0,2012-05-06 23:44:52.0,a36a267884642c1,93343ba6e41af95,JW0oVGC/QJ,JW0oVGC/QJ,,,,,,
